SEN No.,Batch id,Batch No,Class Commencement Date,Dec,Jan,Feb,March,April,May,June,July,Aug,Sept,Oct,Nov,Total hrs spent
GL072022902,GL-B41,41,15/11/2022,21,10,40,35,22,25,26,28,38,32,34,16,327
GL072022907,GL-B41,41,15/11/2022,37,14,11,21,26,33,32,26,25,31,26,26,308
NA,GL-B41,41,15/11/2022,37,16,33,20,21,13,37,36,30,40,21,17,321
GL072022911,GL-B41,41,15/11/2022,28,33,31,39,34,14,34,28,26,29,24,23,343
GL072022918,GL-B41,41,15/11/2022,11,18,18,19,18,10,12,29,11,36,16,23,221
GL072022920,GL-B41,41,15/11/2022,11,15,13,14,26,13,14,13,26,30,17,22,214
GL072022878,GL-B41,41,15/11/2022,29,27,27,10,26,31,32,23,38,26,23,26,318
NA,GL-B41,41,15/11/2022,36,33,27,40,30,39,11,38,35,18,11,13,331
GL082022941,GL-B41,41,15/11/2022,13,31,20,10,21,18,33,10,35,20,27,18,256
GL082022942,GL-B41,41,15/11/2022,28,34,24,19,35,22,25,21,27,10,26,33,304
GL042022455,GL-B41,41,15/11/2022,11,15,13,25,34,25,11,26,25,22,36,22,265
GL062022777,GL-B41,41,15/11/2022,12,13,24,16,29,12,21,33,20,33,37,26,276
GL072022819,GL-B41,41,15/11/2022,35,19,35,12,25,26,32,24,27,30,18,23,306
GL1020221412,GL-B42,42,16/02/2022,13,10,35,23,18,15,19,23,38,29,35,36,294
NA,GL-B42,42,16/02/2022,20,32,23,26,27,19,29,21,37,30,21,28,313
GL072022889,GL-B42,42,16/02/2022,15,22,32,24,10,31,35,18,37,19,22,10,275
GL0120211996,GL-B42,42,16/02/2022,16,12,14,39,31,39,40,26,31,40,29,22,339
GL072022915,GL-B42,42,16/02/2022,18,11,38,13,27,35,22,36,13,16,32,26,287
GL072022926,GL-B42,42,16/02/2022,16,36,11,39,19,17,29,35,34,30,33,15,314
GL072022929,GL-B42,42,16/02/2022,30,25,28,27,25,24,34,23,22,38,34,29,339
GL072022931,GL-B42,42,16/02/2022,22,26,40,23,29,22,20,27,15,10,13,20,267
GL072022854,GL-B42,42,16/02/2022,27,10,30,39,26,22,33,15,29,28,25,26,310
GL082022939,GL-B42,42,16/02/2022,24,13,35,23,31,30,11,13,39,38,13,11,281
GL082022945,GL-B42,42,16/02/2022,17,17,13,40,30,21,16,14,17,13,20,27,245
GL082022950,GL-B42,42,16/02/2022,22,28,40,16,24,33,19,33,19,27,18,17,296
GL082022952,GL-B42,42,16/02/2022,38,37,39,10,36,12,26,30,18,31,26,25,328
GL082022948,GL-B42,42,16/02/2022,35,33,33,21,37,30,31,27,36,29,25,22,359
GL082022949,GL-B42,42,16/02/2022,33,12,10,16,39,40,10,40,35,18,36,30,319
GL082022953,GL-B42,42,16/02/2022,12,40,21,26,10,32,13,12,34,36,37,11,284
GL082022957,GL-B42,42,16/02/2022,30,21,10,32,13,13,39,11,31,13,27,27,267
GL082022958,GL-B42,42,16/02/2022,38,30,36,26,18,21,25,31,27,28,18,24,322
GL082022960,GL-B42,42,16/02/2022,18,18,25,39,13,34,21,37,27,36,20,38,326
GL082022963,GL-B42,42,16/02/2022,26,16,27,40,21,14,27,14,28,13,34,27,287
GL082022961,GL-B42,42,16/02/2022,15,38,30,21,21,15,40,15,37,36,18,33,319
GL082022965,GL-B42,42,16/02/2022,37,27,33,32,32,22,31,34,18,27,26,21,340
GL052022622,GL-B42,42,16/02/2022,39,10,34,16,24,27,23,37,25,30,35,31,331
GL042022475,GL-B42,42,16/02/2022,13,37,39,27,35,39,16,17,31,30,14,34,332
GL052022563,GL-B42,42,16/02/2022,35,35,28,24,24,19,27,18,39,38,27,22,336
GL062022746,GL-B42,42,16/02/2022,19,32,23,29,20,12,17,28,25,29,29,13,276
GL082022970,GL-B42,42,16/02/2022,30,38,13,37,15,13,40,13,35,31,33,23,321
GL072022825,GL-B42,42,16/02/2022,33,39,23,21,26,19,15,21,32,19,13,27,288
GL072022817,GL-B42,42,16/02/2022,12,21,23,26,19,32,11,23,16,29,20,29,261
GL072022858,GL-B42,42,16/02/2022,27,38,29,32,27,14,23,27,22,27,11,28,305
GL112021217,GL-B42,42,16/02/2022,10,21,16,39,13,17,35,29,26,23,39,16,284
GL032022374,GL-B43,43,17/01/2022,28,30,12,10,30,38,33,33,39,30,27,10,320
GL062022698,GL-B43,43,17/01/2022,36,22,34,40,26,16,15,20,35,36,11,14,305
GL072022891,GL-B43,43,17/01/2022,37,14,31,11,25,39,24,39,14,34,15,38,321
GL072022824,GL-B43,43,17/01/2022,23,20,21,18,33,13,27,13,39,28,26,34,295
GL072022844,GL-B43,43,17/01/2022,34,13,22,35,37,33,15,39,34,36,30,24,352
NA,GL-B43,43,17/01/2022,25,23,21,36,27,39,23,13,15,26,27,29,304
NA,GL-B43,43,17/01/2022,21,17,30,39,11,32,33,39,12,34,20,19,307
GL072022896,GL-B43,43,17/01/2022,19,27,18,35,39,40,25,17,14,18,15,36,303
GL072022895,GL-B43,43,17/01/2022,10,17,12,11,31,31,17,38,24,24,26,37,278
GL072022897,GL-B43,43,17/01/2022,19,29,26,26,13,31,32,28,33,18,17,13,285
NA,GL-B43,43,17/01/2022,29,10,22,39,16,22,20,23,37,29,39,40,326
GL072022900,GL-B43,43,17/01/2022,18,21,21,12,32,38,32,32,28,40,20,21,315
NA,GL-B43,43,17/01/2022,31,24,28,32,24,14,15,39,11,40,29,27,314
GL072022879,GL-B43,43,17/01/2022,39,21,33,32,33,13,38,14,25,20,26,36,330
GL072022906,GL-B43,43,17/01/2022,17,13,14,10,32,23,17,15,39,33,12,37,262
GL072022909,GL-B43,43,17/01/2022,21,23,32,21,28,26,13,17,15,32,23,37,288
GL072022913,GL-B43,43,17/01/2022,24,36,12,36,38,13,10,36,11,29,32,26,303
GL072022916,GL-B43,43,17/01/2022,25,15,32,25,15,36,17,28,34,31,20,24,302
GL072022917,GL-B43,43,17/01/2022,35,25,28,20,17,12,37,30,31,14,11,21,281
GL072022919,GL-B43,43,17/01/2022,16,24,10,27,39,20,30,23,21,10,13,28,261
GL072022922,GL-B43,43,17/01/2022,15,24,24,13,28,11,37,17,34,13,26,27,269
GL072022923,GL-B43,43,17/01/2022,11,15,30,12,34,14,14,23,34,39,11,36,273
GL072022924,GL-B43,43,17/01/2022,10,26,15,27,22,24,37,18,24,20,23,19,265
GL072022925,GL-B43,43,17/01/2022,34,16,28,32,24,18,37,10,19,31,26,11,286
GL072022903,GL-B43,43,17/01/2022,10,25,23,13,34,16,26,22,27,36,30,26,288
GL072022927,GL-B43,43,17/01/2022,29,20,40,19,14,40,21,24,36,10,30,35,318
GL072022928,GL-B43,43,17/01/2022,25,30,31,23,28,17,40,21,37,22,15,20,309
NA,GL-B43,43,17/01/2022,30,35,25,19,23,18,21,20,39,37,11,12,290
GL072022932,GL-B43,43,17/01/2022,17,15,12,39,23,29,15,20,38,25,20,11,264
GL072022933,GL-B43,43,17/01/2022,40,32,17,33,29,35,11,33,32,18,19,15,314
GL082022940,GL-B43,43,17/01/2022,38,30,18,37,33,37,32,18,14,18,25,24,324
GL072022935,GL-B43,43,17/01/2022,34,39,22,40,20,40,11,28,11,38,22,34,339
GL082022944,GL-B43,43,17/01/2022,12,21,34,11,18,23,24,20,31,10,24,30,258
GL082022946,GL-B43,43,17/01/2022,35,12,16,29,24,33,16,29,20,27,17,12,270
GL072022898,GL-B43,43,17/01/2022,14,12,33,36,21,29,28,23,16,19,10,21,262
GL072022834,GL-B43,43,17/01/2022,27,35,25,26,17,38,31,12,19,30,12,10,282
GL082022971,GL-B43,43,17/01/2022,13,24,33,25,13,37,12,22,15,21,24,28,267
GL062022755,GL-B43,43,17/01/2022,28,38,26,28,35,11,23,24,11,12,38,11,285
GL082021091,GL-B43,43,17/01/2022,18,23,12,29,35,18,19,29,12,13,22,18,248
GL122021252,GL-B43,43,17/01/2022,13,22,22,20,22,13,13,17,32,36,29,31,270
GL052022597,GL-B43,43,17/01/2022,26,15,35,30,39,37,10,31,20,27,21,10,301
GL082022968,GL-B43,43,17/01/2022,12,22,37,35,27,28,33,10,32,28,39,23,326
GL082022937,GL-B43,43,17/01/2022,33,24,29,25,28,36,31,30,23,35,34,24,352
GL072022810,GL-B43,43,17/01/2022,40,11,13,13,19,27,17,30,14,12,33,35,264
GL062022730,GL-B44,44,21/01/2022,23,15,37,17,28,25,28,20,36,37,28,13,307
GL062022755,GL-B44,44,21/01/2022,31,14,27,29,20,20,15,13,31,34,25,29,288
GL082022947,GL-B44,44,21/01/2022,31,28,21,21,17,20,25,25,35,26,27,15,291
GL082022966,GL-B44,44,21/01/2022,35,22,15,20,19,22,15,34,38,36,25,34,315
NA,GL-B44,44,21/01/2022,15,13,32,26,25,17,23,39,39,32,25,36,322
GL0920221173,GL-B44,44,21/01/2022,36,13,18,39,21,15,29,11,23,33,37,27,302
GL072022868,GL-B44,44,21/01/2022,27,31,24,16,30,31,19,40,26,30,40,35,349
GL082022979,GL-B44,44,21/01/2022,33,39,18,11,26,16,32,20,25,37,34,11,302
GL082022985,GL-B44,44,21/01/2022,29,29,28,28,33,36,31,13,23,33,17,24,324
GL082022987,GL-B44,44,21/01/2022,15,29,28,15,11,26,29,36,18,15,16,36,274
GL082022988,GL-B44,44,21/01/2022,32,25,16,17,14,24,29,11,39,35,31,26,299
GL082022989,GL-B44,44,21/01/2022,12,20,26,20,22,21,17,37,29,33,16,27,280
GL082022990,GL-B44,44,21/01/2022,16,22,16,40,18,18,33,15,32,12,36,30,288
GL082022954,GL-B44,44,21/01/2022,23,35,17,11,37,17,11,17,24,33,31,34,290
GL082022997,GL-B44,44,21/01/2022,28,15,15,34,17,35,35,27,20,27,25,21,299
GL082022995,GL-B44,44,21/01/2022,31,13,16,21,15,34,13,20,13,10,24,33,243
GL0820221001,GL-B44,44,21/01/2022,14,16,17,13,21,18,23,26,28,29,10,31,246
GL0820221004,GL-B44,44,21/01/2022,24,17,15,34,11,24,16,27,36,23,14,33,274
GL0820221006,GL-B44,44,21/01/2022,17,35,21,24,34,15,25,20,36,31,30,33,321
GL0820221010,GL-B44,44,21/01/2022,13,21,34,10,35,28,39,32,22,34,24,34,326
GL0820221007,GL-B44,44,21/01/2022,17,31,32,13,25,15,20,19,28,17,10,25,252
GL0820221015,GL-B44,44,21/01/2022,37,19,18,40,24,12,24,35,16,30,15,18,288
GL0820221019,GL-B44,44,21/01/2022,18,39,40,16,34,15,10,14,10,15,13,24,248
GL0820221021,GL-B44,44,21/01/2022,20,29,30,27,37,32,15,30,20,20,28,35,323
GL0820221098,GL-B44,44,21/01/2022,29,21,32,31,11,12,40,15,31,29,25,22,298
GL0820221114,GL-B44,44,21/01/2022,32,38,23,31,25,19,10,32,23,33,34,26,326
GL0820221112,GL-B45,45,09/03/2022,10,30,18,11,21,32,10,14,15,31,40,18,250
NA,GL-B45,45,09/03/2022,36,17,27,21,18,22,17,16,28,10,33,27,272
GL0820221023,GL-B45,45,09/03/2022,40,15,39,30,16,20,29,33,21,15,13,17,288
GL0820221027,GL-B45,45,09/03/2022,27,23,34,21,20,37,27,31,34,22,34,35,345
NA,GL-B45,45,09/03/2022,13,13,18,32,34,40,21,25,31,26,33,21,307
GL0820221038,GL-B45,45,09/03/2022,21,26,31,22,34,36,26,18,38,15,21,16,304
GL0820221043,GL-B45,45,09/03/2022,14,15,37,31,17,31,28,32,21,16,20,10,272
NA,GL-B45,45,09/03/2022,22,37,15,11,10,24,31,25,25,26,39,30,295
GL0820221051,GL-B45,45,09/03/2022,25,11,27,19,19,21,15,14,25,13,15,16,220
GL0820221053,GL-B45,45,09/03/2022,14,10,34,22,22,29,20,27,26,12,23,18,257
GL0820221055,GL-B45,45,09/03/2022,16,40,33,25,32,14,29,12,39,33,19,37,329
GL0820221056,GL-B45,45,09/03/2022,10,16,14,24,28,14,10,14,24,14,30,38,236
GL0820221062,GL-B45,45,09/03/2022,37,30,34,14,23,32,40,33,25,13,14,34,329
GL0820221044,GL-B45,45,09/03/2022,24,27,38,38,13,24,10,13,14,11,13,20,245
GL0820221071,GL-B45,45,09/03/2022,29,37,24,37,25,29,28,27,22,26,22,40,346
GL0820221072,GL-B45,45,09/03/2022,27,35,39,15,30,30,18,17,13,28,21,30,303
GL0820221075,GL-B45,45,09/03/2022,26,18,25,17,34,26,38,35,21,39,35,11,325
GL0820221077,GL-B45,45,09/03/2022,15,34,19,10,30,39,30,36,21,36,33,10,313
GL0820221082,GL-B45,45,09/03/2022,29,30,18,28,22,14,10,32,26,21,37,12,279
GL0820221087,GL-B45,45,09/03/2022,34,37,21,31,23,19,39,35,24,13,29,27,332
GL0820221088,GL-B45,45,09/03/2022,13,27,17,10,18,19,20,12,12,21,22,22,213
GL0820221091,GL-B45,45,09/03/2022,30,14,12,20,38,11,19,14,14,36,18,22,248
GL0820221079,GL-B45,45,09/03/2022,27,24,27,14,21,22,34,27,31,24,35,31,317
GL0820221092,GL-B45,45,09/03/2022,39,19,38,15,36,12,19,34,26,20,12,31,301
GL0820221090,GL-B45,45,09/03/2022,11,27,22,16,31,28,35,23,25,26,10,39,293
GL0820221093,GL-B45,45,09/03/2022,19,35,17,19,13,34,39,12,29,12,11,34,274
GL0820221096,GL-B45,45,09/03/2022,34,10,27,34,23,39,33,22,12,24,32,34,324
NA,GL-B45,45,09/03/2022,37,23,11,26,28,40,24,19,18,37,24,17,304
GL0820221108,GL-B45,45,09/03/2022,36,23,10,23,17,11,40,27,31,26,11,22,277
GL0820221109,GL-B45,45,09/03/2022,31,37,29,23,31,25,20,17,24,26,19,31,313
GL0820221102,GL-B45,45,09/03/2022,40,37,29,30,20,31,25,18,36,34,19,15,334
GL0820221106,GL-B45,45,09/03/2022,31,22,12,40,25,19,31,29,23,21,29,13,295
GL082022968,GL-B45,45,09/03/2022,36,15,30,36,26,11,18,32,36,10,39,38,327
GL0820221120,GL-B45,45,09/03/2022,22,21,12,31,26,16,40,28,12,34,30,14,286
GL082022969,GL-B46,46,21/03/2022,17,40,32,20,29,11,15,10,20,39,14,37,284
GL082022936,GL-B46,46,21/03/2022,12,38,32,22,20,34,33,19,22,25,14,26,297
GL082022967,GL-B46,46,21/03/2022,19,16,34,35,10,23,25,22,18,15,11,17,245
GL082022972,GL-B46,46,21/03/2022,13,18,40,25,30,35,10,32,34,14,12,19,282
GL082022975,GL-B46,46,21/03/2022,25,22,34,11,37,27,27,28,34,12,40,35,332
GL082022976,GL-B46,46,21/03/2022,11,24,21,16,21,17,19,32,16,10,22,10,219
GL082022978,GL-B46,46,21/03/2022,29,17,19,19,28,14,15,28,17,19,20,15,240
GL082022977,GL-B46,46,21/03/2022,34,21,18,21,24,28,17,39,39,30,29,37,337
GL082022956,GL-B46,46,21/03/2022,17,25,26,16,10,18,19,13,11,22,25,39,241
GL072022905,GL-B46,46,21/03/2022,40,19,19,32,26,12,37,19,18,25,12,20,279
GL082022981,GL-B46,46,21/03/2022,37,36,32,24,39,13,23,38,38,10,23,20,333
GL082022980,GL-B46,46,21/03/2022,10,27,13,29,39,28,39,31,30,17,22,18,303
GL082022984,GL-B46,46,21/03/2022,16,13,31,40,10,38,37,22,14,27,40,22,310
GL082022983,GL-B46,46,21/03/2022,19,16,35,21,23,13,18,34,25,33,18,29,284
GL082022986,GL-B46,46,21/03/2022,14,26,28,29,16,37,17,25,19,23,18,22,274
GL082022991,GL-B46,46,21/03/2022,10,32,21,27,29,38,20,25,10,13,25,34,284
GL082022993,GL-B46,46,21/03/2022,37,39,24,31,11,24,26,20,11,19,34,10,286
GL082022994,GL-B46,46,21/03/2022,37,16,18,24,37,17,18,28,27,10,14,35,281
GL0820221003,GL-B46,46,21/03/2022,28,16,11,26,14,19,17,25,31,37,13,36,273
GL0820221005,GL-B46,46,21/03/2022,33,20,11,15,30,32,25,26,20,25,16,19,272
GL0820221008,GL-B46,46,21/03/2022,39,39,40,37,17,35,22,10,32,15,36,26,348
GL0820221009,GL-B46,46,21/03/2022,12,23,19,30,17,18,10,13,20,10,27,33,232
GL0820221011,GL-B46,46,21/03/2022,36,31,37,10,33,28,36,19,26,12,20,19,307
GL0820221013,GL-B46,46,21/03/2022,29,22,15,38,37,23,24,18,13,18,18,21,276
GL0820221020,GL-B46,46,21/03/2022,35,37,28,26,12,27,24,14,34,37,37,27,338
GL0820221018,GL-B46,46,21/03/2022,12,17,28,27,37,37,32,26,31,16,33,19,315
GL0820221016,GL-B46,46,21/03/2022,28,17,23,20,29,33,19,27,38,22,23,29,308
GL0820221024,GL-B46,46,21/03/2022,38,18,20,29,35,34,25,38,22,39,16,23,337
GL0820221025,GL-B46,46,21/03/2022,17,11,32,19,32,24,17,16,36,12,35,21,272
GL0820221022,GL-B46,46,21/03/2022,11,14,31,11,23,18,28,15,18,21,17,15,222
GL0820221032,GL-B46,46,21/03/2022,20,22,27,16,22,33,10,39,17,29,24,16,275
GL0820221028,GL-B46,46,21/03/2022,18,37,28,10,12,21,10,30,37,21,17,39,280
GL0820221033,GL-B46,46,21/03/2022,30,36,35,16,27,20,30,29,11,18,12,14,278
GL082022951,GL-B46,46,21/03/2022,26,30,27,25,22,38,16,30,24,30,12,27,307
GL0820221035,GL-B46,46,21/03/2022,21,35,28,31,31,10,37,11,30,22,40,10,306
GL0820221034,GL-B46,46,21/03/2022,17,18,23,18,22,10,16,16,30,36,39,23,268
GL0820221026,GL-B46,46,21/03/2022,12,30,34,23,37,38,19,21,33,22,28,21,318
GL0820221036,GL-B46,46,21/03/2022,37,18,40,31,27,34,22,28,11,25,36,28,337
GL0820221037,GL-B46,46,21/03/2022,18,34,27,39,15,35,16,13,29,21,12,32,291
GL0820221030,GL-B46,46,21/03/2022,37,17,30,35,14,25,35,11,31,19,20,19,293
GL0820221029,GL-B46,46,21/03/2022,39,29,36,32,22,11,11,23,13,36,29,18,299
NA,GL-B46,46,21/03/2022,32,11,22,11,25,18,25,29,19,28,38,19,277
GL042022450,GL-B46,46,21/03/2022,30,20,37,26,28,32,39,33,40,15,35,14,349
GL0820221065,GL-B46,46,21/03/2022,17,38,37,34,13,26,21,12,39,38,13,18,306
GL072022877,GL-B46,46,21/03/2022,12,25,12,37,18,27,15,24,24,25,11,40,270
GL062022680,GL-B46,46,21/03/2022,14,34,21,35,24,21,38,13,28,40,25,32,325
GL042022450,GL-B47,47,10/04/2022,26,25,11,40,22,40,39,18,11,24,18,40,314
GL032022377,GL-B47,47,10/04/2022,24,37,36,14,13,22,40,17,27,11,22,17,280
GL0820221039,GL-B47,47,10/04/2022,18,38,12,24,38,37,36,14,37,18,19,29,320
GL0820221048,GL-B47,47,10/04/2022,27,18,34,13,26,23,10,28,16,35,21,24,275
GL0820221047,GL-B47,47,10/04/2022,40,27,40,11,30,11,23,14,19,27,25,10,277
GL0820221050,GL-B47,47,10/04/2022,29,26,37,32,26,20,23,34,10,37,15,29,318
GL0820221054,GL-B47,47,10/04/2022,28,16,25,35,13,26,27,18,26,36,11,30,291
GL042022508,GL-B47,47,10/04/2022,25,36,22,31,20,37,28,33,28,32,15,33,340
GL0820221042,GL-B47,47,10/04/2022,10,24,34,33,20,29,18,21,29,40,14,16,288
GL0820221049,GL-B47,47,10/04/2022,19,27,35,40,20,30,25,31,15,29,31,13,315
GL0820221052,GL-B47,47,10/04/2022,21,26,14,12,15,18,15,17,12,11,28,12,201
NA,GL-B47,47,10/04/2022,27,15,21,33,29,25,40,34,20,11,34,36,325
GL0820221045,GL-B47,47,10/04/2022,15,33,27,33,19,11,20,33,14,28,23,27,283
GL0820221058,GL-B47,47,10/04/2022,29,36,27,11,12,23,33,20,31,15,19,13,269
GL0820221063,GL-B47,47,10/04/2022,24,21,21,13,24,31,10,21,13,31,18,25,252
GL0820221040,GL-B47,47,10/04/2022,36,27,28,13,13,35,22,34,22,16,33,18,297
GL0820221070,GL-B47,47,10/04/2022,23,16,33,18,34,35,13,31,18,15,18,19,273
GL0820221067,GL-B47,47,10/04/2022,16,19,22,33,29,11,36,15,26,10,13,12,242
GL0820221068,GL-B47,47,10/04/2022,38,26,10,27,25,30,29,15,12,34,14,23,283
GL0820221069,GL-B47,47,10/04/2022,25,35,19,17,31,17,13,40,33,23,40,35,328
GL0820221073,GL-B47,47,10/04/2022,28,14,14,33,16,31,29,20,13,23,10,36,267
GL0820221076,GL-B47,47,10/04/2022,23,12,11,19,10,26,22,22,18,10,15,26,214
GL0820221081,GL-B47,47,10/04/2022,30,38,14,34,14,31,10,30,19,20,39,29,308
GL0820221083,GL-B47,47,10/04/2022,18,40,21,19,37,23,20,32,17,25,34,10,296
GL0820221084,GL-B47,47,10/04/2022,21,16,15,24,22,17,29,33,36,38,28,35,314
GL0820221085,GL-B47,47,10/04/2022,16,17,24,39,12,28,37,14,29,27,37,11,291
GL0820221086,GL-B47,47,10/04/2022,34,39,12,18,25,29,15,19,14,19,23,13,260
GL0820221089,GL-B47,47,10/04/2022,23,39,30,37,13,29,20,40,39,33,32,11,346
GL0820221078,GL-B47,47,10/04/2022,16,37,26,21,12,28,16,17,31,15,39,30,288
GL0820221094,GL-B47,47,10/04/2022,29,23,31,22,23,22,40,22,26,16,40,13,307
GL0820221095,GL-B47,47,10/04/2022,29,23,29,17,37,30,24,19,14,21,34,24,301
GL0820221100,GL-B47,47,10/04/2022,24,40,34,17,10,27,36,29,29,19,26,33,324
GL0820221099,GL-B47,47,10/04/2022,37,10,15,34,29,37,33,15,35,37,26,24,332
GL0820221107,GL-B47,47,10/04/2022,17,24,24,32,15,27,39,15,34,32,13,33,305
GL0820221103,GL-B47,47,10/04/2022,37,25,10,34,36,25,18,25,21,19,21,33,304
GL0820221105,GL-B47,47,10/04/2022,28,18,39,23,21,37,36,16,11,40,35,27,331
GL0820221113,GL-B47,47,10/04/2022,13,13,16,12,20,21,40,11,24,16,39,39,264
GL0820221118,GL-B47,47,10/04/2022,16,14,39,12,33,34,36,22,28,25,19,15,293
GL0820221119,GL-B47,47,10/04/2022,22,36,24,14,11,14,31,24,11,28,26,31,272
GL082022999,GL-B47,47,10/04/2022,40,18,11,15,15,38,10,11,17,31,18,38,262
GL062022740,GL-B47,47,10/04/2022,40,20,39,35,26,12,23,39,13,33,12,26,318
GL072022864,GL-B48,48,05/06/2022,18,27,20,21,18,29,33,16,36,39,28,19,304
GL082022998,GL-B48,48,05/06/2022,20,31,31,11,36,20,28,25,33,38,11,25,309
GL0820221017,GL-B48,48,05/06/2022,14,14,39,34,13,12,29,12,36,27,16,26,272
GL0820221064,GL-B48,48,05/06/2022,36,21,15,22,13,35,29,24,36,17,13,25,286
GL0820221074,GL-B48,48,05/06/2022,35,35,12,28,32,17,18,25,19,33,34,25,313
GL0920221122,GL-B48,48,05/06/2022,26,36,27,26,26,20,21,26,20,31,32,30,321
GL0920221125,GL-B48,48,05/06/2022,32,24,37,26,29,31,15,24,36,29,18,21,322
GL0920221127,GL-B48,48,05/06/2022,29,16,29,20,21,12,32,14,25,23,38,37,296
GL0920221128,GL-B48,48,05/06/2022,25,32,21,20,35,36,32,15,36,26,21,33,332
GL0920221130,GL-B48,48,05/06/2022,26,18,14,14,21,32,29,34,26,22,34,28,298
GL0920221136,GL-B48,48,05/06/2022,23,20,22,40,25,12,33,31,37,38,26,13,320
GL0920221137,GL-B48,48,05/06/2022,35,27,28,38,37,19,28,34,29,37,18,23,353
GL0920221138,GL-B48,48,05/06/2022,15,13,17,18,20,10,37,22,32,14,18,39,255
GL0920221140,GL-B48,48,05/06/2022,37,40,14,18,33,33,27,22,39,32,10,14,319
GL0920221144,GL-B48,48,05/06/2022,11,38,33,35,19,17,40,18,19,28,18,40,316
GL0120211999,GL-B48,48,05/06/2022,27,12,33,37,20,30,22,29,27,31,24,29,321
GL0920221148,GL-B48,48,05/06/2022,37,34,27,22,12,37,29,37,36,40,35,20,366
GL0920221150,GL-B48,48,05/06/2022,30,39,26,18,17,32,17,22,10,24,28,23,286
GL0920221151,GL-B48,48,05/06/2022,28,22,24,25,25,18,10,15,13,16,25,12,233
GL0920221146,GL-B48,48,05/06/2022,28,15,26,34,27,18,36,31,39,19,29,17,319
GL0820221080,GL-B48,48,05/06/2022,34,13,23,13,40,37,28,35,30,24,14,15,306
GL0920221154,GL-B48,48,05/06/2022,29,16,15,13,22,33,27,37,15,31,13,23,274
GL0920221155,GL-B48,48,05/06/2022,18,28,10,40,17,25,25,25,26,35,27,36,312
GL0920221159,GL-B48,48,05/06/2022,33,36,31,28,29,20,29,10,17,24,12,11,280
GL0920221163,GL-B48,48,05/06/2022,31,17,13,32,38,13,15,16,40,20,11,29,275
GL072022908,GL-B48,48,05/06/2022,13,34,28,35,13,29,37,13,18,14,10,29,273
GL0920221166,GL-B48,48,05/06/2022,17,10,20,36,30,22,38,36,21,24,27,11,292
GL0920221169,GL-B48,48,05/06/2022,34,23,36,18,11,15,28,16,22,21,14,29,267
GL0920221174,GL-B48,48,05/06/2022,19,36,24,29,13,32,19,29,16,38,31,19,305
GL0920221177,GL-B48,48,05/06/2022,35,31,33,20,31,21,34,11,35,36,12,17,316
GL0920221181,GL-B48,48,05/06/2022,35,20,28,15,16,40,15,38,26,14,15,21,283
GL0920221187,GL-B48,48,05/06/2022,32,11,39,11,18,10,29,14,24,34,17,22,261
GL0920221182,GL-B48,48,05/06/2022,13,15,12,15,11,16,39,27,34,22,34,13,251
GL082022955,GL-B48,48,05/06/2022,34,15,37,13,21,20,38,30,29,24,20,17,298
GL122021229,GL-B48,48,05/06/2022,30,16,27,21,35,10,25,27,21,25,33,22,292
GL042022474,GL-B48,48,05/06/2022,33,22,21,38,25,37,14,16,23,40,26,25,320
GL0920221202,GL-B48,48,05/06/2022,25,37,37,13,35,30,32,31,36,33,35,32,376
GL0920221204,GL-B48,48,05/06/2022,21,39,21,21,12,26,22,27,23,12,20,30,274
GL0920221208,GL-B48,48,05/06/2022,34,17,37,40,15,18,37,27,34,31,34,11,335
GL0920221209,GL-B48,48,05/06/2022,27,37,32,30,19,28,34,20,14,29,16,33,319
GL0920221213,GL-B48,48,05/06/2022,15,14,35,22,28,19,40,34,30,11,16,37,301
GL0920221214,GL-B48,48,05/06/2022,26,22,31,36,11,29,12,40,15,28,33,17,300
GL0820221014,GL-B48,48,05/06/2022,25,28,10,26,23,28,20,28,31,23,29,13,284
GL0820221012,GL-B48,48,05/06/2022,20,24,13,28,34,11,30,31,15,21,21,24,272
GL0920221238,GL-B48,48,05/06/2022,27,27,26,37,25,40,33,31,27,38,22,22,355
GL072022890,GL-B48,48,05/06/2022,26,15,29,29,24,11,32,11,20,39,18,13,267
GL0920221183,GL-B49,49,17/08/2022,17,40,35,14,23,20,19,22,40,18,28,35,311
GL082022955,GL-B49,49,17/08/2022,36,19,23,11,33,20,11,17,14,13,15,20,232
GL0820221066,GL-B49,49,17/08/2022,16,27,10,34,34,39,24,40,28,20,12,35,319
GL0920221121,GL-B49,49,17/08/2022,19,13,40,22,27,40,24,20,21,29,39,16,310
GL0920221129,GL-B49,49,17/08/2022,28,30,30,32,14,17,24,16,30,40,12,21,294
GL0920221131,GL-B49,49,17/08/2022,10,16,39,33,11,15,36,27,29,39,39,40,334
GL0920221133,GL-B49,49,17/08/2022,34,16,25,33,19,38,35,19,19,22,39,36,335
GL0920221162,GL-B49,49,17/08/2022,38,33,34,39,12,18,22,31,22,22,31,17,319
GL0920221175,GL-B49,49,17/08/2022,25,22,12,10,11,30,20,15,30,33,32,40,280
GL0920221188,GL-B49,49,17/08/2022,36,29,28,40,24,35,18,21,20,40,38,38,367
GL0920221190,GL-B49,49,17/08/2022,31,13,22,28,10,31,20,11,26,18,27,10,247
NA,GL-B49,49,17/08/2022,36,26,30,36,14,12,12,34,38,21,20,10,289
GL0920221197,GL-B49,49,17/08/2022,13,27,39,12,10,38,34,35,34,23,35,21,321
