SEN No.,Batch No,Lms engagement throughout course,Class Commencement Date,Class End Date,Total time enrolled,Total observed time,Retention Rate
GL052022585,51,293,03/06/2022,03/04/2023,304,7,43.43
GL0920221167,52,274,12/04/2022,12/02/2023,306,26,11.77
GL0920221212,52,296,12/04/2022,12/02/2023,306,4,76.50
GL0920221205,52,354,12/04/2022,12/02/2023,306,-54,-5.67
GL0920221220,52,318,12/04/2022,12/02/2023,306,-18,-17.00
GL0920221222,52,302,12/04/2022,12/02/2023,306,-2,-153.00
GL0920221224,52,301,12/04/2022,12/02/2023,306,-1,-306.00
GL0920221226,52,291,12/04/2022,12/02/2023,306,9,34.00
GL0920221229,52,298,12/04/2022,12/02/2023,306,2,153.00
GL0920221232,52,275,12/04/2022,12/02/2023,306,25,12.24
GL0920221233,52,341,12/04/2022,12/02/2023,306,-41,-7.46
GL0920221235,52,312,12/04/2022,12/02/2023,306,-12,-25.50
GL0920221230,52,305,12/04/2022,12/02/2023,306,-5,-61.20
GL0920221239,52,304,12/04/2022,12/02/2023,306,-4,-76.50
GL0920221240,52,271,12/04/2022,12/02/2023,306,29,10.55
GL0920221241,52,279,12/04/2022,12/02/2023,306,21,14.57
GL0920221242,52,306,12/04/2022,12/02/2023,306,-6,-51.00
GL0920221244,52,295,12/04/2022,12/02/2023,306,5,61.20
GL0920221251,52,279,12/04/2022,12/02/2023,306,21,14.57
GL0920221254,52,286,12/04/2022,12/02/2023,306,14,21.86
GL0920221255,52,306,12/04/2022,12/02/2023,306,-6,-51.00
GL0920221300,52,273,12/04/2022,12/02/2023,306,27,11.33
GL0920221147,52,273,12/04/2022,12/02/2023,306,27,11.33
GL0920221161,52,298,12/04/2022,12/02/2023,306,2,153.00
GL1020221305,53,353,07/05/2022,07/03/2023,304,-53,-5.74
GL0920221282,53,320,07/05/2022,07/03/2023,304,-20,-15.20
GL0920221295,53,345,07/05/2022,07/03/2023,304,-45,-6.76
GL0920221289,53,277,07/05/2022,07/03/2023,304,23,13.22
GL0120211998,53,366,07/05/2022,07/03/2023,304,-66,-4.61
GL0920221265,53,375,07/05/2022,07/03/2023,304,-75,-4.05
GL0920221273,53,307,07/05/2022,07/03/2023,304,-7,-43.43
GL0920221264,53,371,07/05/2022,07/03/2023,304,-71,-4.28
GL0920221285,53,253,07/05/2022,07/03/2023,304,47,6.47
GL0920221249,53,290,07/05/2022,07/03/2023,304,10,30.40
GL0920221144,53,316,07/05/2022,07/03/2023,304,-16,-19.00
GL0920221299,53,313,07/05/2022,07/03/2023,304,-13,-23.38
GL1020221301,53,325,07/05/2022,07/03/2023,304,-25,-12.16
GL1020221304,53,264,07/05/2022,07/03/2023,304,36,8.44
GL0920221248,53,305,07/05/2022,07/03/2023,304,-5,-60.80
GL0920221281,53,269,07/05/2022,07/03/2023,304,31,9.81
GL0920221272,53,291,07/05/2022,07/03/2023,304,9,33.78
GL0920221283,53,282,07/05/2022,07/03/2023,304,18,16.89
GL0920221292,53,341,07/05/2022,07/03/2023,304,-41,-7.41
GL0920221294,53,406,07/05/2022,07/03/2023,304,-106,-2.87
GL0920221275,53,317,07/05/2022,07/03/2023,304,-17,-17.88
GL0920221298,53,278,07/05/2022,07/03/2023,304,22,13.82
GL0920221280,53,337,07/05/2022,07/03/2023,304,-37,-8.22
GL0920221293,53,295,07/05/2022,07/03/2023,304,5,60.80
GL0920221267,53,231,07/05/2022,07/03/2023,304,69,4.41
GL1020221303,53,300,07/05/2022,07/03/2023,304,0,#DIV/0!
GL0920221286,53,334,07/05/2022,07/03/2023,304,-34,-8.94
GL0920221262,53,351,07/05/2022,07/03/2023,304,-51,-5.96
GL0920221263,53,353,07/05/2022,07/03/2023,304,-53,-5.74
GL052022648,53,256,07/05/2022,07/03/2023,304,44,6.91
GL052022633,53,246,07/05/2022,07/03/2023,304,54,5.63
GL1020221317,54,281,08/10/2022,08/08/2023,304,19,16.00
GL1020221321,54,291,08/10/2022,08/08/2023,304,9,33.78
GL1020221322,54,317,08/10/2022,08/08/2023,304,-17,-17.88
GL1020221326,54,290,08/10/2022,08/08/2023,304,10,30.40
GL1020221328,54,305,08/10/2022,08/08/2023,304,-5,-60.80
GL1020221330,54,291,08/10/2022,08/08/2023,304,9,33.78
GL1020221332,54,280,08/10/2022,08/08/2023,304,20,15.20
GL1020221331,54,264,08/10/2022,08/08/2023,304,36,8.44
GL1020221338,54,311,08/10/2022,08/08/2023,304,-11,-27.64
GL1020221340,54,308,08/10/2022,08/08/2023,304,-8,-38.00
GL1020221339,54,314,08/10/2022,08/08/2023,304,-14,-21.71
GL1020221345,54,299,08/10/2022,08/08/2023,304,1,304.00
GL1020221347,54,270,08/10/2022,08/08/2023,304,30,10.13
GL1020221350,54,325,08/10/2022,08/08/2023,304,-25,-12.16
GL1020221351,54,316,08/10/2022,08/08/2023,304,-16,-19.00
GL1020221354,54,348,08/10/2022,08/08/2023,304,-48,-6.33
GL1020221363,54,326,08/10/2022,08/08/2023,304,-26,-11.69
GL1020221366,54,319,08/10/2022,08/08/2023,304,-19,-16.00
GL1020221367,54,348,08/10/2022,08/08/2023,304,-48,-6.33
GL1020221368,54,268,08/10/2022,08/08/2023,304,32,9.50
GL1020221376,54,326,08/10/2022,08/08/2023,304,-26,-11.69
GL1020221334,54,295,08/10/2022,08/08/2023,304,5,60.80
GL1020221379,54,257,08/10/2022,08/08/2023,304,43,7.07
GL1020221384,54,218,08/10/2022,08/08/2023,304,82,3.71
GL1020221386,54,302,08/10/2022,08/08/2023,304,-2,-152.00
GL1020221387,54,347,08/10/2022,08/08/2023,304,-47,-6.47
GL1020221392,54,282,08/10/2022,08/08/2023,304,18,16.89
GL0920221143,54,291,08/10/2022,08/08/2023,304,9,33.78
GL1020221400,54,284,08/10/2022,08/08/2023,304,16,19.00
GL1020221404,54,385,08/10/2022,08/08/2023,304,-85,-3.58
GL1020221405,54,297,08/10/2022,08/08/2023,304,3,101.33
GL1020221396,54,304,08/10/2022,08/08/2023,304,-4,-76.00
GL062022776,54,278,08/10/2022,08/08/2023,304,22,13.82
GL1020221309,54,296,08/10/2022,08/08/2023,304,4,76.00
GL0920221277,54,323,08/10/2022,08/08/2023,304,-23,-13.22
GL0920221231,54,312,08/10/2022,08/08/2023,304,-12,-25.33
GL1020221342,55,312,01/09/2022,01/07/2023,303,-12,-25.25
GL0920221258,55,308,01/09/2022,01/07/2023,303,-8,-37.88
NA,55,311,01/09/2022,01/07/2023,303,-11,-27.55
GL1020221364,55,329,01/09/2022,01/07/2023,303,-29,-10.45
GL1020221371,55,307,01/09/2022,01/07/2023,303,-7,-43.29
GL1020221377,55,285,01/09/2022,01/07/2023,303,15,20.20
GL1020221335,55,308,01/09/2022,01/07/2023,303,-8,-37.88
GL1020221391,55,328,01/09/2022,01/07/2023,303,-28,-10.82
GL1020221393,55,292,01/09/2022,01/07/2023,303,8,37.88
GL1020221402,55,266,01/09/2022,01/07/2023,303,34,8.91
GL0820221116,55,271,01/09/2022,01/07/2023,303,29,10.45
GL0820221115,55,301,01/09/2022,01/07/2023,303,-1,-303.00
GL1020221324,55,304,01/09/2022,01/07/2023,303,-4,-75.75
GL1020221443,55,287,01/09/2022,01/07/2023,303,13,23.31
GL1020221313,56,330,15/04/2022,15/02/2023,306,-30,-10.20
GL1020221314,56,285,15/04/2022,15/02/2023,306,15,20.40
GL1020221306,56,271,15/04/2022,15/02/2023,306,29,10.55
GL1020221316,56,317,15/04/2022,15/02/2023,306,-17,-18.00
GL1020221320,56,296,15/04/2022,15/02/2023,306,4,76.50
GL1020221319,56,282,15/04/2022,15/02/2023,306,18,17.00
GL1020221323,56,250,15/04/2022,15/02/2023,306,50,6.12
GL0920221196,56,264,15/04/2022,15/02/2023,306,36,8.50
GL1020221325,56,333,15/04/2022,15/02/2023,306,-33,-9.27
GL1020221327,56,277,15/04/2022,15/02/2023,306,23,13.30
GL1020221329,56,294,15/04/2022,15/02/2023,306,6,51.00
GL1020221336,56,284,15/04/2022,15/02/2023,306,16,19.13
GL1020221337,56,278,15/04/2022,15/02/2023,306,22,13.91
GL1020221341,56,243,15/04/2022,15/02/2023,306,57,5.37
GL1020221343,56,378,15/04/2022,15/02/2023,306,-78,-3.92
GL1020221346,56,292,15/04/2022,15/02/2023,306,8,38.25
GL1020221348,56,267,15/04/2022,15/02/2023,306,33,9.27
-,56,352,15/04/2022,15/02/2023,306,-52,-5.88
GL1020221352,56,308,15/04/2022,15/02/2023,306,-8,-38.25
GL1020221356,56,275,15/04/2022,15/02/2023,306,25,12.24
GL1020221358,56,320,15/04/2022,15/02/2023,306,-20,-15.30
GL1020221359,56,289,15/04/2022,15/02/2023,306,11,27.82
GL1020221362,56,327,15/04/2022,15/02/2023,306,-27,-11.33
GL1020221361,56,293,15/04/2022,15/02/2023,306,7,43.71
GL0920221192,56,265,15/04/2022,15/02/2023,306,35,8.74
GL1020221369,56,260,15/04/2022,15/02/2023,306,40,7.65
GL1020221370,56,332,15/04/2022,15/02/2023,306,-32,-9.56
GL1020221374,56,369,15/04/2022,15/02/2023,306,-69,-4.43
GL1020221375,56,380,15/04/2022,15/02/2023,306,-80,-3.83
GL1020221353,56,259,15/04/2022,15/02/2023,306,41,7.46
GL1020221378,56,348,15/04/2022,15/02/2023,306,-48,-6.38
GL1020221380,56,311,15/04/2022,15/02/2023,306,-11,-27.82
GL1020221382,56,279,15/04/2022,15/02/2023,306,21,14.57
GL032022412,56,296,15/04/2022,15/02/2023,306,4,76.50
GL1020221381,56,275,15/04/2022,15/02/2023,306,25,12.24
GL1020221383,56,292,15/04/2022,15/02/2023,306,8,38.25
GL1020221385,56,325,15/04/2022,15/02/2023,306,-25,-12.24
GL1020221388,56,254,15/04/2022,15/02/2023,306,46,6.65
GL1020221389,56,300,15/04/2022,15/02/2023,306,0,#DIV/0!
GL1020221390,56,282,15/04/2022,15/02/2023,306,18,17.00
GL1020221394,56,310,15/04/2022,15/02/2023,306,-10,-30.60
GL1020221395,56,350,15/04/2022,15/02/2023,306,-50,-6.12
GL1020221397,56,257,15/04/2022,15/02/2023,306,43,7.12
GL1020221398,56,301,15/04/2022,15/02/2023,306,-1,-306.00
GL1020221406,56,269,15/04/2022,15/02/2023,306,31,9.87
GL1020221407,56,305,15/04/2022,15/02/2023,306,-5,-61.20
GL062022780,56,275,15/04/2022,15/02/2023,306,25,12.24
GL1020221393,56,292,15/04/2022,15/02/2023,306,8,38.25
GL072022787,56,322,15/04/2022,15/02/2023,306,-22,-13.91
GL1020221454,57,303,21/03/2022,21/01/2023,306,-3,-102.00
GL1020221426,57,232,21/03/2022,21/01/2023,306,68,4.50
GL072022846,57,304,21/03/2022,21/01/2023,306,-4,-76.50
GL1020221469,57,346,21/03/2022,21/01/2023,306,-46,-6.65
GL1020221411,57,357,21/03/2022,21/01/2023,306,-57,-5.37
GL1020221440,57,305,21/03/2022,21/01/2023,306,-5,-61.20
GL1020221467,57,310,21/03/2022,21/01/2023,306,-10,-30.60
GL1020221441,57,308,21/03/2022,21/01/2023,306,-8,-38.25
GL1020221436,57,293,21/03/2022,21/01/2023,306,7,43.71
GL1020221466,57,355,21/03/2022,21/01/2023,306,-55,-5.56
GL1020221438,57,284,21/03/2022,21/01/2023,306,16,19.13
GL062022673,57,366,21/03/2022,21/01/2023,306,-66,-4.64
GL1020221464,57,310,21/03/2022,21/01/2023,306,-10,-30.60
GL1020221463,57,331,21/03/2022,21/01/2023,306,-31,-9.87
GL1020221433,57,287,21/03/2022,21/01/2023,306,13,23.54
GL1020221472,57,322,21/03/2022,21/01/2023,306,-22,-13.91
GL1020221410,57,352,21/03/2022,21/01/2023,306,-52,-5.88
GL1020221496,57,257,21/03/2022,21/01/2023,306,43,7.12
GL062022774,57,334,21/03/2022,21/01/2023,306,-34,-9.00
GL1020221399,57,283,21/03/2022,21/01/2023,306,17,18.00
GL112021214,57,290,21/03/2022,21/01/2023,306,10,30.60
GL1020221351,57,316,21/03/2022,21/01/2023,306,-16,-19.13
GL1020221430,57,283,21/03/2022,21/01/2023,306,17,18.00
GL1020221360,57,286,21/03/2022,21/01/2023,306,14,21.86
GL1020221424,58,305,10/04/2022,10/02/2023,306,-5,-61.20
GL1020221509,58,338,10/04/2022,10/02/2023,306,-38,-8.05
GL1020221419,58,341,10/04/2022,10/02/2023,306,-41,-7.46
GL1020221468,58,300,10/04/2022,10/02/2023,306,0,#DIV/0!
GL1020221432,58,285,10/04/2022,10/02/2023,306,15,20.40
GL1020221483,58,326,10/04/2022,10/02/2023,306,-26,-11.77
GL1120221525,58,343,10/04/2022,10/02/2023,306,-43,-7.12
GL1020221458,58,327,10/04/2022,10/02/2023,306,-27,-11.33
GL1020221495,58,349,10/04/2022,10/02/2023,306,-49,-6.24
GL1020221448,58,329,10/04/2022,10/02/2023,306,-29,-10.55
GL1020221427,58,321,10/04/2022,10/02/2023,306,-21,-14.57
GL1020221431,58,248,10/04/2022,10/02/2023,306,52,5.88
GL1020221489,58,304,10/04/2022,10/02/2023,306,-4,-76.50
GL1020221444,58,292,10/04/2022,10/02/2023,306,8,38.25
GL1020221423,58,327,10/04/2022,10/02/2023,306,-27,-11.33
GL1020221429,58,293,10/04/2022,10/02/2023,306,7,43.71
GL1020221344,58,310,10/04/2022,10/02/2023,306,-10,-30.60
GL1020221460,58,280,10/04/2022,10/02/2023,306,20,15.30
GL1020221437,58,242,10/04/2022,10/02/2023,306,58,5.28
GL1020221428,58,357,10/04/2022,10/02/2023,306,-57,-5.37
GL1020221414,58,373,10/04/2022,10/02/2023,306,-73,-4.19
GL1020221453,58,238,10/04/2022,10/02/2023,306,62,4.94
GL0920221295,58,345,10/04/2022,10/02/2023,306,-45,-6.80
GL1020221421,58,285,10/04/2022,10/02/2023,306,15,20.40
GL1020221461,58,317,10/04/2022,10/02/2023,306,-17,-18.00
GL1020221488,58,263,10/04/2022,10/02/2023,306,37,8.27
GL1020221470,58,310,10/04/2022,10/02/2023,306,-10,-30.60
GL1020221474,59,335,05/06/2022,05/04/2023,304,-35,-8.69
GL1020221476,59,277,05/06/2022,05/04/2023,304,23,13.22
GL1020221478,59,316,05/06/2022,05/04/2023,304,-16,-19.00
GL1020221479,59,239,05/06/2022,05/04/2023,304,61,4.98
GL1020221480,59,265,05/06/2022,05/04/2023,304,35,8.69
GL1020221491,59,269,05/06/2022,05/04/2023,304,31,9.81
GL1020221499,59,280,05/06/2022,05/04/2023,304,20,15.20
GL1020221502,59,276,05/06/2022,05/04/2023,304,24,12.67
GL1020221498,59,398,05/06/2022,05/04/2023,304,-98,-3.10
GL1020221503,59,337,05/06/2022,05/04/2023,304,-37,-8.22
GL1020221505,59,295,05/06/2022,05/04/2023,304,5,60.80
GL1020221366,59,319,05/06/2022,05/04/2023,304,-19,-16.00
GL1020221462,59,333,05/06/2022,05/04/2023,304,-33,-9.21
GL1020221408,59,330,05/06/2022,05/04/2023,304,-30,-10.13
GL1020221465,59,342,05/06/2022,05/04/2023,304,-42,-7.24
GL1020221520,59,303,05/06/2022,05/04/2023,304,-3,-101.33
GL1120221521,59,293,05/06/2022,05/04/2023,304,7,43.43
GL1020221387,59,347,05/06/2022,05/04/2023,304,-47,-6.47
GL1120221530,59,315,05/06/2022,05/04/2023,304,-15,-20.27
GL1120221533,59,301,05/06/2022,05/04/2023,304,-1,-304.00
GL1120221535,59,268,05/06/2022,05/04/2023,304,32,9.50
GL1120221534,59,354,05/06/2022,05/04/2023,304,-54,-5.63
GL1020221384,59,218,05/06/2022,05/04/2023,304,82,3.71
GL082022976,59,219,05/06/2022,05/04/2023,304,81,3.75
GL1020221396,59,304,05/06/2022,05/04/2023,304,-4,-76.00
GL1120221528,59,326,05/06/2022,05/04/2023,304,-26,-11.69
GL1020221417,59,262,05/06/2022,05/04/2023,304,38,8.00
GL0920221207,59,284,05/06/2022,05/04/2023,304,16,19.00
GL072022877,59,270,05/06/2022,05/04/2023,304,30,10.13
GL1020221307,59,322,05/06/2022,05/04/2023,304,-22,-13.82
GL1020221493,60,334,17/08/2022,17/06/2023,304,-34,-8.94
GL1020221357,60,330,17/08/2022,17/06/2023,304,-30,-10.13
GL1020221517,60,313,17/08/2022,17/06/2023,304,-13,-23.38
GL1020221500,60,335,17/08/2022,17/06/2023,304,-35,-8.69
GL1120221528,60,326,17/08/2022,17/06/2023,304,-26,-11.69
GL1020221483,60,326,17/08/2022,17/06/2023,304,-26,-11.69
GL1020221495,60,349,17/08/2022,17/06/2023,304,-49,-6.20
GL1020221481,60,236,17/08/2022,17/06/2023,304,64,4.75
GL1020221489,60,304,17/08/2022,17/06/2023,304,-4,-76.00
GL1020221512,60,346,17/08/2022,17/06/2023,304,-46,-6.61
GL1020221447,60,364,17/08/2022,17/06/2023,304,-64,-4.75
GL1020221413,60,339,17/08/2022,17/06/2023,304,-39,-7.79
GL1020221473,60,276,17/08/2022,17/06/2023,304,24,12.67
GL1020221456,60,334,17/08/2022,17/06/2023,304,-34,-8.94
GL1020221452,60,328,17/08/2022,17/06/2023,304,-28,-10.86
GL1020221451,60,335,17/08/2022,17/06/2023,304,-35,-8.69
GL1020221457,60,306,17/08/2022,17/06/2023,304,-6,-50.67
GL1020221420,60,322,17/08/2022,17/06/2023,304,-22,-13.82
GL1020221435,60,296,17/08/2022,17/06/2023,304,4,76.00
GL1020221434,60,292,17/08/2022,17/06/2023,304,8,38.00
GL1120221553,60,290,17/08/2022,17/06/2023,304,10,30.40
GL0920221285,60,253,17/08/2022,17/06/2023,304,47,6.47
GL1020221497,60,317,17/08/2022,17/06/2023,304,-17,-17.88
GL1020221517,61,313,22/11/2022,22/09/2023,304,-13,-23.38
GL1120221527,61,270,22/11/2022,22/09/2023,304,30,10.13
GL1020221514,61,378,22/11/2022,22/09/2023,304,-78,-3.90
GL1020221510,61,242,22/11/2022,22/09/2023,304,58,5.24
GL1120221529,61,296,22/11/2022,22/09/2023,304,4,76.00
GL1020221485,61,349,22/11/2022,22/09/2023,304,-49,-6.20
GL1020221486,61,305,22/11/2022,22/09/2023,304,-5,-60.80
GL1020221475,61,278,22/11/2022,22/09/2023,304,22,13.82
GL0920221237,61,305,22/11/2022,22/09/2023,304,-5,-60.80
GL1020221519,61,280,22/11/2022,22/09/2023,304,20,15.20
GL1120221523,61,275,22/11/2022,22/09/2023,304,25,12.16
GL1020221513,61,299,22/11/2022,22/09/2023,304,1,304.00
GL1120221526,61,310,22/11/2022,22/09/2023,304,-10,-30.40
GL1020221482,61,309,22/11/2022,22/09/2023,304,-9,-33.78
GL1020221477,61,301,22/11/2022,22/09/2023,304,-1,-304.00
GL1020221494,61,310,22/11/2022,22/09/2023,304,-10,-30.40
GL1020221501,61,293,22/11/2022,22/09/2023,304,7,43.43
GL1020221487,61,293,22/11/2022,22/09/2023,304,7,43.43
GL1120221537,61,359,22/11/2022,22/09/2023,304,-59,-5.15
GL072022855,61,358,22/11/2022,22/09/2023,304,-58,-5.24
GL1020221511,61,275,22/11/2022,22/09/2023,304,25,12.16
GL0920221189,61,305,22/11/2022,22/09/2023,304,-5,-60.80
GL1020221490,61,293,22/11/2022,22/09/2023,304,7,43.43
GL1020221508,61,282,22/11/2022,22/09/2023,304,18,16.89
GL1020221409,61,284,22/11/2022,22/09/2023,304,16,19.00
GL1020221488,61,263,22/11/2022,22/09/2023,304,37,8.22
GL1020221422,61,335,22/11/2022,22/09/2023,304,-35,-8.69
GL1020221415,61,259,22/11/2022,22/09/2023,304,41,7.41
GL1020221445,61,306,22/11/2022,22/09/2023,304,-6,-50.67
GL1020221449,61,317,22/11/2022,22/09/2023,304,-17,-17.88
GL1020221401,61,286,22/11/2022,22/09/2023,304,14,21.71
GL0920221288,61,265,22/11/2022,22/09/2023,304,35,8.69
GL1020221459,61,334,22/11/2022,22/09/2023,304,-34,-8.94
GL1020221471,61,251,22/11/2022,22/09/2023,304,49,6.20
GL1020221442,61,310,22/11/2022,22/09/2023,304,-10,-30.40
GL052022597,61,301,22/11/2022,22/09/2023,304,-1,-304.00
-,61,352,22/11/2022,22/09/2023,304,-52,-5.85
GL1120221541,62,235,03/06/2022,03/04/2023,304,65,4.68
GL1120221546,62,326,03/06/2022,03/04/2023,304,-26,-11.69
GL1120221547,62,333,03/06/2022,03/04/2023,304,-33,-9.21
GL1120221552,62,354,03/06/2022,03/04/2023,304,-54,-5.63
GL1020221504,62,321,03/06/2022,03/04/2023,304,-21,-14.48
GL1120221558,62,303,03/06/2022,03/04/2023,304,-3,-101.33
GL1120221559,62,325,03/06/2022,03/04/2023,304,-25,-12.16
GL1120221563,62,306,03/06/2022,03/04/2023,304,-6,-50.67
GL1120221570,62,351,03/06/2022,03/04/2023,304,-51,-5.96
GL1120221572,62,292,03/06/2022,03/04/2023,304,8,38.00
GL1120221575,62,287,03/06/2022,03/04/2023,304,13,23.38
GL1120221579,62,298,03/06/2022,03/04/2023,304,2,152.00
GL1120221573,62,281,03/06/2022,03/04/2023,304,19,16.00
GL1120221582,62,302,03/06/2022,03/04/2023,304,-2,-152.00
GL1120221588,62,287,03/06/2022,03/04/2023,304,13,23.38
GL1120221589,62,338,03/06/2022,03/04/2023,304,-38,-8.00
GL1120221597,62,314,03/06/2022,03/04/2023,304,-14,-21.71
GL1220221800,62,233,03/06/2022,03/04/2023,304,67,4.54
GL0920221268,62,335,03/06/2022,03/04/2023,304,-35,-8.69
GL1120221602,62,337,03/06/2022,03/04/2023,304,-37,-8.22
GL1120221603,62,311,03/06/2022,03/04/2023,304,-11,-27.64
GL1120221604,62,278,03/06/2022,03/04/2023,304,22,13.82
GL1120221605,62,329,03/06/2022,03/04/2023,304,-29,-10.48
GL1120221610,62,278,03/06/2022,03/04/2023,304,22,13.82
GL0820221120,62,286,03/06/2022,03/04/2023,304,14,21.71
GL1120221614,62,287,03/06/2022,03/04/2023,304,13,23.38
GL1120221612,62,339,03/06/2022,03/04/2023,304,-39,-7.79
GL1020221350,62,325,03/06/2022,03/04/2023,304,-25,-12.16
GL1120221557,62,317,03/06/2022,03/04/2023,304,-17,-17.88
GL1120221584,62,309,03/06/2022,03/04/2023,304,-9,-33.78
GL032022434,62,339,03/06/2022,03/04/2023,304,-39,-7.79
GL1120221539,63,247,12/04/2022,12/02/2023,306,53,5.77
GL1120221538,63,266,12/04/2022,12/02/2023,306,34,9.00
GL1120221545,63,297,12/04/2022,12/02/2023,306,3,102.00
GL1120221542,63,327,12/04/2022,12/02/2023,306,-27,-11.33
GL1120221543,63,283,12/04/2022,12/02/2023,306,17,18.00
GL1120221544,63,330,12/04/2022,12/02/2023,306,-30,-10.20
GL1120221548,63,275,12/04/2022,12/02/2023,306,25,12.24
GL1120221549,63,274,12/04/2022,12/02/2023,306,26,11.77
GL1120221532,63,314,12/04/2022,12/02/2023,306,-14,-21.86
GL1120221554,63,318,12/04/2022,12/02/2023,306,-18,-17.00
GL1120221555,63,267,12/04/2022,12/02/2023,306,33,9.27
GL1120221560,63,305,12/04/2022,12/02/2023,306,-5,-61.20
GL1120221561,63,287,12/04/2022,12/02/2023,306,13,23.54
GL1020221403,63,314,12/04/2022,12/02/2023,306,-14,-21.86
GL1120221565,63,327,12/04/2022,12/02/2023,306,-27,-11.33
GL1120221564,63,306,12/04/2022,12/02/2023,306,-6,-51.00
GL1120221567,63,306,12/04/2022,12/02/2023,306,-6,-51.00
GL1120221568,63,317,12/04/2022,12/02/2023,306,-17,-18.00
GL1020221516,63,301,12/04/2022,12/02/2023,306,-1,-306.00
GL1120221569,63,281,12/04/2022,12/02/2023,306,19,16.11
GL1120221571,63,257,12/04/2022,12/02/2023,306,43,7.12
GL1120221576,63,297,12/04/2022,12/02/2023,306,3,102.00
GL1120221574,63,236,12/04/2022,12/02/2023,306,64,4.78
-,63,352,12/04/2022,12/02/2023,306,-52,-5.88
GL1120221522,63,322,12/04/2022,12/02/2023,306,-22,-13.91
GL1020221425,64,276,07/05/2022,07/03/2023,304,24,12.67
GL1120221577,64,275,07/05/2022,07/03/2023,304,25,12.16
GL1120221580,64,342,07/05/2022,07/03/2023,304,-42,-7.24
GL1120221585,64,316,07/05/2022,07/03/2023,304,-16,-19.00
GL1120221587,64,289,07/05/2022,07/03/2023,304,11,27.64
GL1120221586,64,315,07/05/2022,07/03/2023,304,-15,-20.27
GL1120221590,64,251,07/05/2022,07/03/2023,304,49,6.20
GL1120221596,64,268,07/05/2022,07/03/2023,304,32,9.50
GL1120221592,64,269,07/05/2022,07/03/2023,304,31,9.81
GL1120221598,64,301,07/05/2022,07/03/2023,304,-1,-304.00
GL1120221599,64,276,07/05/2022,07/03/2023,304,24,12.67
GL1120221600,64,290,07/05/2022,07/03/2023,304,10,30.40
GL1120221608,64,331,07/05/2022,07/03/2023,304,-31,-9.81
GL1120221609,64,317,07/05/2022,07/03/2023,304,-17,-17.88
GL1120221606,64,297,07/05/2022,07/03/2023,304,3,101.33
GL1020221446,64,293,07/05/2022,07/03/2023,304,7,43.43
GL1020221347,64,270,07/05/2022,07/03/2023,304,30,10.13
GL052022633,64,246,07/05/2022,07/03/2023,304,54,5.63
GL052022648,64,256,07/05/2022,07/03/2023,304,44,6.91
GL1120221562,64,253,07/05/2022,07/03/2023,304,47,6.47
GL1120221643,64,297,07/05/2022,07/03/2023,304,3,101.33
GL122021267,64,342,07/05/2022,07/03/2023,304,-42,-7.24
GL122021268,64,256,07/05/2022,07/03/2023,304,44,6.91
GL1120221591,65,272,08/10/2022,08/08/2023,304,28,10.86
GL1120221611,65,321,08/10/2022,08/08/2023,304,-21,-14.48
GL1120221613,65,268,08/10/2022,08/08/2023,304,32,9.50
GL1120221615,65,246,08/10/2022,08/08/2023,304,54,5.63
GL1120221617,65,315,08/10/2022,08/08/2023,304,-15,-20.27
GL1120221618,65,281,08/10/2022,08/08/2023,304,19,16.00
GL1120221620,65,339,08/10/2022,08/08/2023,304,-39,-7.79
GL1120221622,65,315,08/10/2022,08/08/2023,304,-15,-20.27
GL1120221624,65,328,08/10/2022,08/08/2023,304,-28,-10.86
GL1120221630,65,252,08/10/2022,08/08/2023,304,48,6.33
GL1120221631,65,253,08/10/2022,08/08/2023,304,47,6.47
GL1120221632,65,293,08/10/2022,08/08/2023,304,7,43.43
GL1120221637,65,287,08/10/2022,08/08/2023,304,13,23.38
GL1120221638,65,354,08/10/2022,08/08/2023,304,-54,-5.63
GL1120221641,65,278,08/10/2022,08/08/2023,304,22,13.82
GL1120221642,65,298,08/10/2022,08/08/2023,304,2,152.00
GL1120221647,65,302,08/10/2022,08/08/2023,304,-2,-152.00
GL1120221649,65,347,08/10/2022,08/08/2023,304,-47,-6.47
GL1120221651,65,319,08/10/2022,08/08/2023,304,-19,-16.00
GL1120221652,65,275,08/10/2022,08/08/2023,304,25,12.16
GL1020221302,65,309,08/10/2022,08/08/2023,304,-9,-33.78
GL1120221653,65,284,08/10/2022,08/08/2023,304,16,19.00
GL062022743,65,341,08/10/2022,08/08/2023,304,-41,-7.41
GL1020221418,65,296,08/10/2022,08/08/2023,304,4,76.00
GL0920221217,65,339,08/10/2022,08/08/2023,304,-39,-7.79
GL1120221650,65,274,08/10/2022,08/08/2023,304,26,11.69
GL1120221657,65,261,08/10/2022,08/08/2023,304,39,7.79
GL1120221601,65,280,08/10/2022,08/08/2023,304,20,15.20
GL1120221661,65,347,08/10/2022,08/08/2023,304,-47,-6.47
GL1120221621,65,314,08/10/2022,08/08/2023,304,-14,-21.71
GL1120221595,65,338,08/10/2022,08/08/2023,304,-38,-8.00
GL052022575,65,294,08/10/2022,08/08/2023,304,6,50.67
GL0920221300,65,273,08/10/2022,08/08/2023,304,27,11.26
GL1120221550,65,325,08/10/2022,08/08/2023,304,-25,-12.16
GL1120221551,65,314,08/10/2022,08/08/2023,304,-14,-21.71
GL0920221231,65,312,08/10/2022,08/08/2023,304,-12,-25.33
